0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,30.0,-0.42944607399999996,4.0367593892576386,1.1188892995174946,-0.1445635115357576,0.0
0.0,1.0,0.0,30.0,0.03187856839999999,3.965994335870694,0.5047681692690151,-0.24772525073277277,0.0
0.0,0.0,1.0,0.0,-0.05956267274000002,3.1521088337808245,1.926098197222207,-0.1645407962279206,0.0
0.0,0.0,1.0,20.0,-0.02050463759000001,3.5135530551295577,0.895520332348192,-0.1771589750174249,0.0
0.0,0.0,0.0,60.0,0.1005063908,5.385590369446035,0.7597271859980919,-0.189204014063514,0.0
1.0,0.0,0.0,30.0,0.011069624940000022,7.035153013635301,1.7783233834270469,0.05490697156421866,0.0
1.0,0.0,0.0,20.0,0.008130194364000004,4.092590085632047,2.0046552976237937,0.2590829310960631,0.0
1.0,0.0,0.0,30.0,0.011551379874999988,4.277240048799764,1.5028726324613855,0.22846651528236675,0.0
0.0,0.0,0.0,0.0,-0.18250745491,3.575576702663756,1.8970067198557867,0.2928553986909027,0.0
0.0,0.0,1.0,0.0,-0.039998549230000006,3.004063525145759,2.433099427229064,-0.19412903014192973,0.0
0.0,1.0,0.0,30.0,0.01736464560999996,3.8925248488529056,2.3253901889500037,-0.4789200798699936,0.0
1.0,0.0,0.0,30.0,0.014748510799999984,6.506732443899652,4.2844113570127895,-0.035012686829168596,0.0
0.0,0.0,0.0,70.0,0.30883470577,4.763022156636046,0.7098357288759343,-0.15097884702084818,0.0
0.0,0.0,1.0,0.0,0.022775203130000022,2.7529876851534407,1.3353593614157049,-0.023151568100556172,0.0
0.0,0.0,0.0,40.0,0.12759537172,4.633062222417535,1.9623951554158152,-0.3689571141230184,0.0
0.0,1.0,0.0,90.0,-0.027200529180000002,4.574455842936844,0.4949802651845818,-0.17967236289108668,0.0
0.0,1.0,0.0,50.0,0.04761702612999998,4.619446368719629,1.3815092113731415,-0.1064827589886926,0.0
0.0,1.0,0.0,50.0,-0.013061975149999988,4.277120099648586,2.4261344309617785,-0.23348221298903302,0.0
0.0,1.0,0.0,20.0,0.01031045646399997,4.0385560801586315,3.7559185897715546,-0.16927068376389964,0.0
0.0,0.0,1.0,40.0,0.0005670719999999889,4.376493102272671,1.6495313309971964,-0.1941979334774197,0.0
0.0,0.0,1.0,30.0,0.08047794457999999,4.351536604583749,1.6067127451382301,-0.19395382927195823,0.0
0.0,0.0,0.0,10.0,0.346179378072,3.309704569197773,2.3848780133374925,-0.24495721011168747,0.0
0.0,0.0,0.0,0.0,-0.319505325219,4.145045982259053,2.656244305496159,0.4656308423413212,0.0
0.0,0.0,1.0,30.0,-0.010601875382999981,3.509946667256575,0.8659855363599562,0.04628409411637922,0.0
0.0,1.0,0.0,80.0,0.08199913933,4.4574658056935785,0.43647078360654,-0.15967544452197566,0.0
0.0,0.0,0.0,70.0,0.04170045678,5.675590902341288,1.2871045470012383,-0.20285918441058942,0.0
1.0,0.0,0.0,40.0,0.0008250529600000362,7.648635536496647,2.3839808215567677,-0.046002535187997046,0.0
0.0,1.0,0.0,20.0,0.034838776429999996,4.016031387840484,1.5782054672730927,-0.31123089504823925,0.0
0.0,0.0,0.0,10.0,0.07793060771700001,3.0225269799743093,3.02276058895154,0.4262496494321605,0.0
0.0,0.0,0.0,70.0,-0.16659863638900002,4.577799036229516,0.4718778639100183,0.02171441820073486,0.0
1.0,0.0,0.0,70.0,0.10469820780000005,8.965115441576541,2.498216269773595,0.0770739782162686,0.0
0.0,0.0,1.0,0.0,0.015573421852,2.9973692819496063,1.0904370899250608,-0.08666385017327026,0.0
0.0,0.0,1.0,20.0,-0.02545911674999998,3.3005201259514294,3.399466578758668,0.02934865778187762,0.0
0.0,0.0,0.0,50.0,-0.061163228810000025,4.556356756744343,0.6709643570787884,-0.23175833082931357,0.0
0.0,1.0,0.0,50.0,0.027178378399999988,4.368895884209667,3.071404193147192,-0.10336932645757872,0.0
0.0,0.0,1.0,80.0,-0.004028762790000009,4.039641098816611,0.7734555362969675,-0.06443243298755676,0.0
0.0,0.0,1.0,80.0,0.04813955175999997,4.399329380111199,1.1150709062838127,-0.3914297406412445,0.0
0.0,0.0,0.0,40.0,-0.042939591120000016,3.947286262555258,0.9907776685188363,-0.15670810797538917,0.0
0.0,1.0,0.0,60.0,-0.018496018909999995,4.7638843945938945,2.1287430892418637,-0.051925908038849965,0.0
0.0,0.0,0.0,90.0,-0.7902500708800001,5.273400761969782,0.5507662793413965,-0.010710469526241355,0.0
1.0,0.0,0.0,80.0,0.04808334786799999,8.430129796246932,0.6005900078360646,0.023496469930813575,0.0
0.0,0.0,1.0,30.0,0.06443852170000003,3.6862658589787864,1.7550035212183017,-0.21794148359173346,0.0
0.0,1.0,0.0,90.0,-0.04949247062999998,4.938362005408554,0.8386640238705976,0.02240586072761797,0.0
0.0,1.0,0.0,10.0,-0.04592887137999999,4.280469249776274,2.1596279277463575,-0.17171800218976196,0.0
0.0,0.0,1.0,40.0,-0.01784924379000001,3.699174023203047,2.773477251363583,-0.09006714420016235,0.0
0.0,1.0,0.0,70.0,0.021068318949999987,4.474784871188613,0.39595466513425137,-0.12712471234453893,0.0
0.0,0.0,1.0,90.0,0.04240521222999999,4.8506079603261725,0.5188448931790015,-0.011318706312044608,0.0
0.0,1.0,0.0,50.0,0.0009527527499999984,4.605792398002053,2.8494036680924673,-0.6300909723448802,0.0
0.0,0.0,1.0,20.0,-0.02025484905500001,3.4358222927682274,2.6607930444941825,0.13603229759236996,0.0
0.0,0.0,1.0,60.0,0.016640665508999994,4.581517499273648,1.3663058743653815,-0.16925873028084212,0.0
0.0,0.0,1.0,50.0,0.009398034822000021,3.897117033955286,1.0989659267152927,-0.2648532441879631,0.0
0.0,0.0,1.0,20.0,0.03376291232000001,3.149320000567964,1.6239363414960488,0.06242248898670974,0.0
0.0,0.0,1.0,30.0,-0.016605665290999955,3.6913370603408846,1.66102595245259,-0.19075548982574364,0.0
0.0,1.0,0.0,0.0,0.018511294419999963,4.646534201174288,4.04656502013508,-0.22582330573027765,0.0
0.0,0.0,0.0,90.0,0.049612090119999994,5.165624495916395,0.5733987312078979,-0.17570148188610554,0.0
1.0,0.0,0.0,30.0,-0.017826859290000018,6.818597335921988,1.9186482698104754,0.2720546068853988,0.0
1.0,0.0,0.0,30.0,-0.062215121999999956,6.972323865643096,2.346847736119348,0.15002127782093672,0.0
0.0,0.0,0.0,80.0,0.040914720610000004,5.191322315510925,0.4279957101267051,0.0382329278731184,0.0
0.0,0.0,1.0,90.0,-0.02222057160000002,4.827044224762662,1.4523118721032011,-0.2511890340262783,0.0
1.0,0.0,0.0,70.0,0.03939347699999999,7.838242924074038,1.228219631579301,0.004050320210714418,0.0
0.0,0.0,1.0,10.0,-0.0044475638400000095,3.247558887930549,2.0938197898728896,0.10370987324183265,0.0
1.0,0.0,0.0,40.0,0.022053715082000002,6.3515835349639564,1.2225387162523589,0.19432390947796652,0.0
0.0,0.0,1.0,40.0,-0.036124908819999996,4.22795981215969,1.123825938385747,-0.12381084400275283,0.0
0.0,1.0,0.0,10.0,-0.007157095910000013,4.277561368395354,3.4053611621533877,-0.3146791030026176,0.0
0.0,1.0,0.0,50.0,3.2000899999573563e-06,4.3515290866299745,1.336003104346692,-0.4610930920951078,0.0
0.0,1.0,0.0,0.0,-0.011518483290000013,4.355453639382606,3.443372417268515,-0.20057384024366925,0.0
0.0,0.0,1.0,0.0,0.02081585208699998,3.6148467031318288,1.928189300716662,0.008627634143468586,0.0
1.0,0.0,0.0,30.0,-0.06795014874000001,7.102839973171193,2.351070242016541,0.061976181284840996,0.0
1.0,0.0,0.0,60.0,-0.030910019869999993,5.3498564579542895,0.3744637495997991,0.13353544247508933,0.0
0.0,1.0,0.0,90.0,-0.06322264556,4.866193981526959,0.30068791154930574,-0.13490030741812598,0.0
0.0,1.0,0.0,90.0,-0.05408198895100003,4.416259126406341,0.7443318802427994,-0.0005864527932677864,0.0
1.0,0.0,0.0,80.0,-0.01923841922000001,4.797289350205684,0.5248269513003856,0.10191807021308338,0.0
0.0,0.0,0.0,80.0,0.17164951629,5.338568639312004,0.9302749875329486,0.01809772284025715,0.0
0.0,0.0,1.0,80.0,-0.016729481779999993,4.586859042933791,1.1645313591521305,-0.26439426680117706,0.0
0.0,1.0,0.0,50.0,-0.03180754201999999,5.014848355371917,2.3054189766919873,-0.3048114463875431,0.0
1.0,0.0,0.0,90.0,0.019963224940000024,8.257113316574236,0.7456512282318166,-0.030104783076782868,0.0
0.0,1.0,0.0,70.0,-0.031304703120000006,5.100537489265473,2.9795977234095385,-0.0533406936070561,0.0
0.0,0.0,0.0,70.0,-0.10290493769999999,5.081940081106292,0.6259681866408613,-0.31195527906969905,0.0
1.0,0.0,0.0,80.0,-6.198150000015446e-06,4.95041722238384,0.8334614976760708,0.03356729379485026,0.0
0.0,0.0,1.0,90.0,-0.03384161480199999,4.725500541013611,1.0933000119576013,-0.14054920664917103,0.0
0.0,0.0,0.0,10.0,0.48690512974,3.555786643274199,2.286783623071135,0.020376777519472283,0.0
1.0,0.0,0.0,20.0,0.04085002659,4.513941947847772,0.30154777699195545,0.21192783334723245,0.0
0.0,0.0,1.0,40.0,-0.01924225422,4.121906977836764,1.8352067505587044,-0.3189672579603075,0.0
0.0,0.0,0.0,40.0,0.11104614831000005,4.540870648193988,1.1959725598218647,-0.30369596981444075,0.0
0.0,1.0,0.0,60.0,-0.019953823549999975,4.478572636316805,1.442504248773985,-0.4045385084854682,0.0
0.0,0.0,0.0,70.0,0.16250235932999998,5.444052842324935,1.1724272543054974,-0.12105906193448461,0.0
0.0,0.0,0.0,70.0,-0.01252757189000002,4.886587401684059,0.9264676444870621,-0.01958749579480447,0.0
0.0,1.0,0.0,90.0,-0.04796070441999999,4.60318760065766,0.9849296361933328,-0.03314745300024245,0.0
