0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,40.0,0.20517150447000002,4.1138308401508255,2.099301840830937,-0.269388667824214,0.0
0.0,0.0,0.0,70.0,-0.21768364671999996,5.266605423428449,0.9200623367059397,-0.23847137594184067,0.0
0.0,0.0,0.0,70.0,0.32337272233000003,4.73916653911864,0.4649792288557282,-0.016851598195607897,0.0
0.0,0.0,1.0,30.0,-0.04630250912000001,3.6132633181738796,2.6357769299753144,0.08929296396049825,0.0
0.0,0.0,1.0,10.0,-0.027254867330000022,3.3401033559386417,2.003988039170949,0.08779141405669015,0.0
0.0,1.0,0.0,0.0,0.0014647201699999925,3.95823453752691,1.6464548621068706,-0.2595951648658065,0.0
1.0,0.0,0.0,60.0,0.01435809822000001,4.776617239224103,0.5810372697806039,0.37056251611051705,0.0
0.0,0.0,0.0,60.0,0.07452341059499996,5.377501757534347,0.9770433498339903,-0.2639696336943271,0.0
0.0,1.0,0.0,20.0,-0.03312498742,4.340801515102036,1.1605595844651333,-0.3650770278869049,0.0
0.0,0.0,1.0,10.0,-0.034995578086000005,2.7176270485998133,2.1424341567574414,-0.39745460454452847,0.0
1.0,0.0,0.0,60.0,0.0018209282699999747,4.6988041837773205,0.0895527846722608,0.14638768438939642,0.0
0.0,0.0,1.0,30.0,0.028280456680000007,3.4570105574030685,2.6296772207550703,0.010734369958042165,0.0
1.0,0.0,0.0,60.0,-0.008723168099999932,8.145988713134578,1.8145310310527254,0.4058246398518081,0.0
1.0,0.0,0.0,20.0,-0.050636477930000014,3.637490370182855,1.3575115719827036,0.06713037390859193,0.0
0.0,1.0,0.0,90.0,0.07665923878199998,4.295409333149666,0.4094375157321086,-0.214100308902782,0.0
0.0,0.0,0.0,20.0,0.05677220338999999,3.135484270179286,2.0843439967760107,-0.0629017052467352,0.0
0.0,1.0,0.0,80.0,-0.08863772446999998,4.273137063390314,0.7435569892306799,-0.09357750064841713,0.0
0.0,0.0,1.0,20.0,0.02930750310999999,3.2132936308514357,2.563899539407343,0.09401197449613823,0.0
1.0,0.0,0.0,20.0,-0.04851334657999999,6.7652488598522815,3.70634084767953,-0.13413150696514878,0.0
0.0,0.0,0.0,80.0,0.18544859449000006,4.656287550478659,0.2549028452833739,-0.1651440509480639,0.0
1.0,0.0,0.0,70.0,0.048580476600000005,9.013870647944614,2.0043454064842425,0.07053195139305643,0.0
0.0,1.0,0.0,10.0,-0.022657429650000026,3.990110300151644,0.7403151573322018,-0.20040266114696398,0.0
